id_orden,id_producto,cantidad_comprada,precio_producto,total_orden
21533,9,2,127.9,255.8
21534,10,4,69.63,278.52
21535,11,2,163.28,326.56
21536,18,4,101.41,405.64
21537,2,2,188.46,376.92
21538,6,1,96.82,96.82
21539,5,5,86.94,434.7
21540,15,2,121.05,242.1
21541,3,4,19.87,79.48
21542,14,1,88.86,88.86
21543,12,5,139.75,698.75
21544,15,5,49.06,245.3
21545,7,1,56.49,56.49
21546,10,2,124.77,249.54
21547,6,1,40.21,40.21
21548,7,5,173.14,865.7
21549,9,5,96.35,481.75
21550,10,3,52.73,158.19
21551,16,2,122.24,244.48
21552,5,2,116.17,232.34
21553,9,5,54.77,273.85
21554,13,4,63.05,252.2
21555,12,1,62.43,62.43
21556,6,1,104.63,104.63
21557,11,3,61.92,185.76
21558,4,5,70.68,353.4
21559,17,4,132.86,531.44
21560,17,4,35.0,140.0
21561,12,1,134.96,134.96
21562,14,4,44.03,176.12
21563,9,3,162.1,486.3
21564,11,4,60.97,243.88
21565,14,2,43.8,87.6
21566,1,4,125.79,503.16
21567,18,1,173.17,173.17
21568,14,5,59.72,298.6
21569,4,4,28.22,112.88
21570,5,1,192.64,192.64
21571,4,2,117.63,235.26
21572,18,4,139.15,556.6
21573,4,1,91.68,91.68
21574,3,4,91.96,367.84
21575,3,3,99.72,299.16
21576,10,2,143.92,287.84
21577,13,4,105.35,421.4
21578,9,3,22.91,68.73
21579,8,4,155.17,620.68
21580,3,2,189.91,379.82
21581,5,3,145.44,436.32
21582,9,1,10.66,10.66
21583,11,4,198.51,794.04
21584,3,2,66.89,133.78
21585,13,3,65.32,195.96
21586,18,5,35.76,178.8
21587,9,3,118.33,354.99
21588,2,5,103.02,515.1
21589,7,4,147.83,591.32
21590,5,2,71.78,143.56
21591,8,3,139.61,418.83
21592,4,4,166.29,665.16
21593,9,5,122.59,612.95
21594,10,5,137.78,688.9
21595,7,2,195.03,390.06
21596,3,4,122.76,491.04
21597,10,3,118.96,356.88
21598,18,3,130.37,391.11
21599,8,5,111.77,558.85
21600,15,5,38.05,190.25
21601,16,3,100.68,302.04
21602,17,5,128.29,641.45
21603,17,5,196.13,980.65
21604,13,2,180.82,361.64
21605,18,2,146.22,292.44
21606,14,5,159.87,799.35
21607,13,3,17.32,51.96
21608,13,3,24.42,73.26
21609,13,5,171.11,855.55
21610,4,5,83.88,419.4
21611,8,2,181.55,363.1
21612,11,5,161.02,805.1
21613,14,2,62.75,125.5
21614,16,1,111.41,111.41
21615,3,4,167.08,668.32
21616,6,3,156.61,469.83
21617,16,4,111.45,445.8
21618,6,4,75.53,302.12
21619,10,2,25.01,50.02
21620,3,1,155.04,155.04
21621,2,3,147.0,441.0
21622,12,3,186.03,558.09
21623,15,4,138.13,552.52
21624,5,4,158.82,635.28
21625,9,4,198.62,794.48
21626,2,3,128.82,386.46
21627,15,2,16.33,32.66
21628,11,4,34.38,137.52
21629,13,5,115.27,576.35
21630,14,1,124.92,124.92
21631,13,3,149.04,447.12
21632,9,2,60.28,120.56
21633,9,1,69.72,69.72
21634,10,4,70.47,281.88
21635,8,3,52.27,156.81
21636,1,2,166.26,332.52
21637,7,4,89.74,358.96
21638,17,1,32.45,32.45
21639,4,3,91.37,274.11
21640,2,2,166.87,333.74
21641,16,3,54.05,162.15
21642,17,4,49.42,197.68
21643,13,2,33.79,67.58
21644,7,4,102.73,410.92
21645,4,1,152.09,152.09
21646,14,1,193.22,193.22
21647,8,2,144.04,288.08
21648,11,3,59.91,179.73
21649,6,1,21.41,21.41
21650,3,5,186.45,932.25
21651,7,3,198.58,595.74
21652,11,4,34.38,137.52
21653,14,4,195.17,780.68
21654,13,4,155.58,622.32
21655,8,5,54.08,270.4
21656,11,3,163.12,489.36
21657,9,3,176.44,529.32
21658,8,1,127.58,127.58
21659,12,3,56.39,169.17
21660,4,2,64.64,129.28
21661,4,2,50.03,100.06
21662,8,5,163.28,816.4
21663,17,1,178.88,178.88
21664,1,3,164.98,494.94
21665,6,3,77.61,232.83
21666,1,5,53.05,265.25
21667,12,5,189.93,949.65
21668,3,5,39.66,198.3
21669,14,5,115.03,575.15
21670,11,3,95.94,287.82
21671,13,3,162.47,487.41
21672,16,3,185.78,557.34
21673,6,2,74.19,148.38
21674,11,2,98.87,197.74
21675,1,5,47.15,235.75
21676,16,4,199.57,798.28
21677,5,4,45.32,181.28
21678,5,2,154.37,308.74
21679,3,1,152.73,152.73
21680,6,2,147.83,295.66
21681,9,5,86.4,432.0
21682,8,4,102.04,408.16
21683,2,1,93.13,93.13
21684,2,3,50.06,150.18
21685,7,5,178.69,893.45
21686,18,5,149.14,745.7
21687,1,2,157.17,314.34
21688,13,4,190.55,762.2
21689,11,4,20.02,80.08
21690,6,3,182.02,546.06
21691,13,4,178.06,712.24
21692,8,5,84.05,420.25
21693,11,2,119.86,239.72
21694,9,2,99.73,199.46
21695,14,2,71.55,143.1
21696,6,5,59.49,297.45
21697,13,3,52.6,157.8
21698,17,4,110.37,441.48
21699,14,3,124.53,373.59
21700,15,1,36.12,36.12
21701,2,3,117.34,352.02
21702,4,1,102.84,102.84
21703,10,3,149.42,448.26
21704,9,5,74.21,371.05
21705,14,3,58.2,174.6
21706,9,4,187.97,751.88
21707,3,3,165.61,496.83
21708,3,1,161.04,161.04
21709,1,2,93.05,186.1
21710,6,2,110.13,220.26
21711,6,2,147.83,295.66
21712,6,3,74.77,224.31
21713,2,1,138.87,138.87
21714,15,2,178.65,357.3
21715,6,2,158.54,317.08
21716,16,1,19.02,19.02
21717,8,5,72.33,361.65
21718,2,2,34.31,68.62
21719,1,2,117.93,235.86
21720,13,1,90.44,90.44
21721,13,5,27.6,138.0
21722,3,1,67.74,67.74
21723,14,2,71.55,143.1
21724,13,1,69.78,69.78
21725,6,1,64.99,64.99
21726,8,1,150.62,150.62
21727,3,3,137.32,411.96
21728,12,4,83.29,333.16
21729,11,5,118.67,593.35
21730,9,3,22.73,68.19
21731,11,2,46.24,92.48
21732,11,4,42.43,169.72
21733,14,2,43.8,87.6
21734,7,5,164.27,821.35
21735,13,1,131.55,131.55
21736,11,5,154.4,772.0
21737,15,4,14.26,57.04
21738,14,2,118.47,236.94
21739,5,2,107.97,215.94
21740,17,2,56.57,113.14
21741,17,4,81.29,325.16
21742,10,4,176.65,706.6
21743,2,2,115.61,231.22
21744,8,5,108.08,540.4
21745,17,4,109.3,437.2
21746,17,1,131.58,131.58
21747,8,2,115.59,231.18
21748,7,3,133.95,401.85
21749,18,2,173.01,346.02
21750,6,2,139.92,279.84
21751,18,3,75.44,226.32
21752,18,4,79.11,316.44
21753,13,4,177.92,711.68
21754,17,5,57.95,289.75
21755,4,4,37.72,150.88
21756,16,2,151.76,303.52
21757,9,2,138.98,277.96
21758,12,5,194.11,970.55
21759,11,4,10.77,43.08
21760,10,3,16.3,48.9
21761,16,4,193.78,775.12
21762,8,3,195.47,586.41
21763,9,5,168.62,843.1
21764,7,1,97.16,97.16
21765,17,5,184.96,924.8
21766,13,2,109.02,218.04
21767,9,1,72.73,72.73
21768,11,2,88.49,176.98
21769,15,5,116.44,582.2
21770,15,5,116.44,582.2
21771,4,2,26.5,53.0
21772,10,3,86.86,260.58
21773,11,4,103.85,415.4
21774,5,2,49.05,98.1
21775,9,1,120.55,120.55
21776,9,5,189.4,947.0
21777,10,1,111.35,111.35
21778,7,5,192.03,960.15
21779,4,2,182.32,364.64
21780,4,1,101.57,101.57
21781,11,2,66.31,132.62
21782,12,4,179.35,717.4
21783,18,4,74.94,299.76
21784,2,1,173.12,173.12
21785,18,3,170.37,511.11
21786,3,3,70.09,210.27
21787,13,4,112.66,450.64
21788,1,4,97.26,389.04
21789,5,1,58.93,58.93
21790,10,5,170.21,851.05
21791,13,2,176.85,353.7
21792,10,5,114.19,570.95
21793,9,5,196.39,981.95
21794,4,4,81.18,324.72
21795,17,2,119.82,239.64
21796,2,5,176.27,881.35
21797,3,2,89.94,179.88
21798,14,5,111.01,555.05
21799,14,5,143.72,718.6
21800,13,4,13.1,52.4
21801,8,1,59.54,59.54
21802,7,2,61.75,123.5
21803,9,4,192.29,769.16
21804,15,5,49.88,249.4
21805,17,3,136.58,409.74
21806,11,2,47.76,95.52
21807,12,4,98.56,394.24
21808,10,3,146.89,440.67
21809,13,5,22.42,112.1
21810,13,4,25.55,102.2
21811,1,5,149.78,748.9
21812,16,4,44.57,178.28
21813,14,3,90.3,270.9
21814,18,3,41.01,123.03
21815,6,5,11.05,55.25
21816,8,1,58.69,58.69
21817,4,4,146.41,585.64
21818,17,2,119.48,238.96
21819,11,2,27.0,54.0
21820,8,1,31.62,31.62
21821,5,3,32.19,96.57
21822,6,2,105.32,210.64
21823,16,1,106.86,106.86
21824,11,3,157.82,473.46
21825,12,1,137.25,137.25
21826,4,1,22.87,22.87
21827,4,1,57.7,57.7
21828,17,3,148.63,445.89
21829,14,2,73.24,146.48
21830,16,2,42.29,84.58
21831,17,4,127.05,508.2
21832,16,2,72.49,144.98
21833,16,3,40.31,120.93
21834,2,4,132.69,530.76
21835,14,1,86.94,86.94
21836,15,5,38.05,190.25
21837,5,1,165.97,165.97
21838,4,4,56.81,227.24
21839,8,5,11.57,57.85
21840,5,4,73.44,293.76
21841,14,5,59.72,298.6
21842,3,3,194.9,584.7
21843,1,4,178.63,714.52
21844,16,1,112.51,112.51
21845,10,5,155.38,776.9
21846,17,3,54.37,163.11
21847,12,5,93.04,465.2
21848,17,1,122.51,122.51
21849,10,2,24.41,48.82
21850,17,5,151.3,756.5
21851,8,2,28.34,56.68
21852,17,2,137.45,274.9
21853,14,1,93.79,93.79
21854,9,5,86.7,433.5
21855,6,4,25.33,101.32
21856,9,1,179.11,179.11
21857,16,3,153.66,460.98
21858,8,1,138.21,138.21
21859,4,4,107.06,428.24
21860,4,5,187.22,936.1
21861,14,1,58.6,58.6
21862,13,3,18.81,56.43
21863,3,3,24.05,72.15
21864,11,1,102.08,102.08
21865,7,1,167.03,167.03
21866,6,1,82.45,82.45
21867,16,1,123.51,123.51
21868,13,3,163.94,491.82
21869,16,2,53.55,107.1
21870,14,2,185.03,370.06
21871,8,3,50.89,152.67
21872,13,2,15.77,31.54
21873,12,5,138.18,690.9
21874,4,2,162.66,325.32
21875,15,3,193.83,581.49
21876,5,4,75.18,300.72
21877,15,1,37.32,37.32
21878,10,3,138.31,414.93
21879,9,1,65.9,65.9
21880,6,3,130.4,391.2
21881,8,4,15.15,60.6
21882,13,4,15.06,60.24
21883,17,3,72.77,218.31
21884,18,4,137.96,551.84
21885,16,4,197.8,791.2
21886,14,2,152.25,304.5
21887,5,2,172.17,344.34
21888,3,4,136.71,546.84
21889,12,1,159.6,159.6
21890,16,3,80.7,242.1
21891,4,4,125.89,503.56
21892,5,2,172.76,345.52
21893,1,2,69.9,139.8
21894,12,1,106.98,106.98
21895,3,3,198.49,595.47
21896,3,5,87.73,438.65
21897,12,4,160.96,643.84
21898,13,4,19.52,78.08
21899,14,5,121.8,609.0
21900,13,5,162.34,811.7
21901,8,4,178.67,714.68
21902,4,1,141.21,141.21
21903,1,1,23.66,23.66
21904,1,1,11.62,11.62
21905,4,4,173.21,692.84
21906,4,2,126.36,252.72
21907,7,2,37.21,74.42
21908,15,3,195.39,586.17
21909,16,3,18.97,56.91
21910,17,4,170.18,680.72
21911,4,2,121.06,242.12
21912,13,4,87.33,349.32
21913,9,5,162.93,814.65
21914,18,3,80.19,240.57
21915,3,2,20.57,41.14
21916,5,1,96.49,96.49
21917,15,1,136.53,136.53
21918,1,2,140.8,281.6
21919,16,2,70.59,141.18
21920,13,3,134.97,404.91
21921,14,3,66.6,199.8
21922,10,1,198.21,198.21
21923,3,1,127.67,127.67
21924,13,2,62.18,124.36
21925,7,3,127.99,383.97
21926,13,4,31.31,125.24
21927,15,4,193.42,773.68
21928,8,3,126.11,378.33
21929,15,2,58.22,116.44
21930,17,5,180.22,901.1
21931,10,2,154.43,308.86
21932,13,2,138.0,276.0
21933,1,5,184.56,922.8
21934,12,1,23.53,23.53
21935,2,5,152.45,762.25
21936,3,2,197.4,394.8
21937,9,2,42.23,84.46
21938,16,1,110.85,110.85
21939,7,5,76.42,382.1
21940,18,5,10.98,54.9
21941,11,2,97.93,195.86
21942,12,5,175.07,875.35
21943,15,2,40.95,81.9
21944,1,2,111.26,222.52
21945,16,2,44.03,88.06
21946,9,2,77.56,155.12
21947,12,5,168.66,843.3
21948,17,4,109.3,437.2
21949,11,5,85.32,426.6
21950,17,2,114.86,229.72
21951,4,1,86.4,86.4
21952,6,3,126.03,378.09
21953,2,4,87.63,350.52
21954,12,3,63.41,190.23
21955,2,5,54.68,273.4
21956,13,1,164.66,164.66
21957,14,1,21.57,21.57
21958,6,3,118.44,355.32
21959,1,1,197.09,197.09
21960,18,2,182.21,364.42
21961,16,5,144.78,723.9
21962,17,3,136.47,409.41
21963,8,2,75.89,151.78
21964,18,3,66.85,200.55
21965,5,4,70.93,283.72
21966,15,1,197.33,197.33
21967,4,5,64.64,323.2
21968,2,1,12.16,12.16
21969,16,3,30.99,92.97
21970,3,3,88.11,264.33
21971,8,2,165.82,331.64
21972,12,4,40.8,163.2
21973,6,3,112.35,337.05
21974,1,3,100.67,302.01
21975,4,2,153.17,306.34
21976,14,2,152.64,305.28
21977,5,2,96.73,193.46
21978,14,4,36.51,146.04
21979,4,5,105.73,528.65
21980,18,5,134.18,670.9
21981,11,3,123.06,369.18
21982,9,3,29.9,89.7
21983,4,2,89.25,178.5
21984,9,5,45.49,227.45
21985,12,1,62.43,62.43
21986,2,5,119.7,598.5
21987,10,5,114.19,570.95
21988,2,5,97.77,488.85
21989,6,4,50.15,200.6
21990,12,3,42.63,127.89
21991,7,4,85.23,340.92
21992,7,3,62.35,187.05
21993,5,5,68.77,343.85
21994,2,5,85.56,427.8
21995,3,4,128.81,515.24
21996,15,4,197.38,789.52
21997,10,1,17.41,17.41
21998,1,5,150.79,753.95
21999,10,1,35.48,35.48
22000,11,1,197.1,197.1
22001,16,4,150.54,602.16
22002,6,5,169.38,846.9
22003,6,1,95.9,95.9
22004,4,5,97.45,487.25
22005,7,5,23.68,118.4
22006,7,5,113.88,569.4
22007,5,4,71.11,284.44
22008,11,3,84.05,252.15
22009,17,1,177.83,177.83
22010,6,4,130.94,523.76
22011,16,3,59.0,177.0
22012,17,5,67.91,339.55
22013,4,5,66.84,334.2
22014,13,1,166.48,166.48
22015,2,5,157.29,786.45
22016,6,1,129.88,129.88
22017,2,1,81.48,81.48
22018,8,2,154.69,309.38
22019,4,1,88.26,88.26
22020,18,5,110.33,551.65
22021,12,5,15.3,76.5
22022,8,3,194.23,582.69
22023,13,2,194.14,388.28
22024,6,4,118.69,474.76
22025,13,5,22.84,114.2
22026,3,2,82.94,165.88
22027,4,5,80.9,404.5
22028,16,2,138.66,277.32
22029,12,3,59.47,178.41
22030,7,2,139.61,279.22
22031,18,3,28.9,86.7
22032,10,4,36.49,145.96
22033,10,2,100.52,201.04
22034,1,3,30.57,91.71
22035,13,1,168.25,168.25
22036,4,4,63.32,253.28
22037,7,4,120.19,480.76
22038,5,2,37.23,74.46
22039,1,2,62.63,125.26
22040,13,1,155.71,155.71
22041,17,3,41.76,125.28
22042,6,2,102.44,204.88
22043,11,3,57.04,171.12
22044,11,1,103.97,103.97
22045,8,2,154.98,309.96
22046,13,1,192.46,192.46
22047,18,2,47.83,95.66
22048,9,2,130.99,261.98
22049,9,5,198.1,990.5
22050,13,1,40.2,40.2
22051,14,4,186.38,745.52
22052,18,4,156.47,625.88
22053,5,4,98.85,395.4
22054,16,4,184.31,737.24
22055,2,1,97.84,97.84
22056,1,2,116.93,233.86
22057,17,4,102.76,411.04
22058,18,3,16.85,50.55
22059,6,1,177.83,177.83
22060,5,5,10.44,52.2
22061,3,4,22.5,90.0
22062,11,2,53.72,107.44
22063,15,5,57.35,286.75
22064,10,2,91.97,183.94
22065,14,4,149.86,599.44
22066,5,3,64.82,194.46
22067,5,3,17.09,51.27
22068,6,1,129.32,129.32
22069,11,2,195.12,390.24
22070,5,5,191.64,958.2
22071,3,3,11.56,34.68
22072,8,4,86.18,344.72
22073,8,3,195.47,586.41
22074,17,3,12.57,37.71
22075,14,4,87.97,351.88
22076,7,3,133.95,401.85
22077,5,3,90.26,270.78
22078,5,1,71.51,71.51
22079,16,3,91.09,273.27
22080,2,4,191.88,767.52
22081,15,4,64.35,257.4
22082,17,3,113.73,341.19
22083,3,3,31.81,95.43
22084,2,1,113.83,113.83
22085,5,4,27.48,109.92
22086,5,2,150.39,300.78
22087,11,5,27.13,135.65
22088,10,4,17.4,69.6
22089,1,5,159.96,799.8
22090,3,2,105.25,210.5
22091,18,5,139.8,699.0
22092,6,4,68.83,275.32
22093,15,2,58.22,116.44
22094,10,1,129.57,129.57
22095,6,4,153.81,615.24
22096,2,2,34.02,68.04
22097,4,5,14.21,71.05
22098,9,4,187.72,750.88
22099,11,3,180.64,541.92
22100,1,5,129.9,649.5
22101,2,2,118.92,237.84
22102,12,3,22.24,66.72
22103,1,4,134.0,536.0
22104,14,3,177.49,532.47
22105,17,1,86.4,86.4
22106,15,4,116.0,464.0
22107,13,2,166.23,332.46
22108,13,2,118.41,236.82
22109,15,5,153.4,767.0
22110,9,1,141.23,141.23
22111,11,5,118.01,590.05
22112,17,3,127.39,382.17
22113,5,1,178.47,178.47
22114,3,5,23.41,117.05
22115,14,1,106.31,106.31
22116,13,2,194.9,389.8
22117,1,1,69.66,69.66
22118,11,2,155.2,310.4
22119,12,2,49.8,99.6
22120,1,3,96.09,288.27
22121,6,1,153.54,153.54
22122,6,3,77.89,233.67
22123,13,5,12.59,62.95
22124,17,1,61.09,61.09
22125,5,4,188.48,753.92
22126,11,2,140.65,281.3
22127,15,1,14.49,14.49
22128,8,2,63.73,127.46
22129,5,1,33.83,33.83
22130,7,3,33.38,100.14
22131,12,1,75.53,75.53
22132,2,1,143.53,143.53
22133,4,5,187.22,936.1
22134,9,1,74.95,74.95
22135,6,5,126.92,634.6
22136,9,1,30.51,30.51
22137,7,5,70.55,352.75
22138,2,2,100.58,201.16
22139,8,5,151.45,757.25
22140,7,4,91.93,367.72
22141,4,5,185.83,929.15
22142,1,2,124.02,248.04
22143,4,1,58.22,58.22
22144,18,1,189.66,189.66
22145,3,2,102.55,205.1
22146,11,2,191.47,382.94
22147,12,1,177.76,177.76
22148,9,5,56.5,282.5
22149,12,5,12.79,63.95
22150,10,1,189.93,189.93
22151,18,3,170.37,511.11
22152,9,2,41.39,82.78
22153,14,2,71.67,143.34
22154,16,2,168.77,337.54
22155,2,2,154.27,308.54
22156,8,2,127.52,255.04
22157,8,2,122.75,245.5
22158,1,4,118.14,472.56
22159,1,5,163.84,819.2
22160,12,2,26.8,53.6
22161,3,3,134.18,402.54
22162,16,4,35.88,143.52
22163,9,4,19.08,76.32
22164,7,2,69.24,138.48
22165,4,3,151.71,455.13
22166,2,3,117.9,353.7
22167,2,4,169.4,677.6
22168,1,1,23.66,23.66
22169,4,5,85.83,429.15
22170,14,5,163.12,815.6
22171,10,4,83.25,333.0
22172,16,2,53.11,106.22
22173,6,1,173.83,173.83
22174,11,2,23.29,46.58
22175,14,2,117.23,234.46
22176,4,4,98.68,394.72
22177,10,1,198.21,198.21
22178,7,5,180.45,902.25
22179,1,5,141.82,709.1
22180,17,1,119.86,119.86
22181,13,2,199.26,398.52
22182,8,1,29.24,29.24
22183,9,4,12.89,51.56
22184,16,2,72.53,145.06
22185,2,2,72.08,144.16
22186,2,5,138.65,693.25
22187,12,5,82.32,411.6
22188,10,1,174.32,174.32
22189,8,1,25.68,25.68
22190,17,5,49.75,248.75
22191,7,5,102.28,511.4
22192,7,3,53.63,160.89
22193,8,5,79.33,396.65
22194,3,3,171.54,514.62
22195,9,5,35.97,179.85
22196,5,4,124.35,497.4
22197,13,2,52.54,105.08
22198,16,3,67.15,201.45
22199,6,2,139.92,279.84
22200,3,2,162.49,324.98
22201,2,4,120.08,480.32
22202,7,3,161.45,484.35
22203,16,2,161.12,322.24
22204,3,3,153.69,461.07
22205,5,1,193.51,193.51
22206,9,5,103.02,515.1
22207,16,3,10.28,30.84
22208,16,1,21.57,21.57
22209,16,3,84.18,252.54
22210,15,4,111.11,444.44
22211,14,3,181.01,543.03
22212,8,5,15.24,76.2
22213,15,1,32.68,32.68
22214,7,4,139.68,558.72
22215,16,1,143.37,143.37
22216,18,2,157.6,315.2
22217,4,2,160.85,321.7
22218,7,5,132.5,662.5
22219,12,2,48.48,96.96
22220,11,3,63.11,189.33
22221,15,5,47.49,237.45
22222,4,1,29.6,29.6
22223,15,5,112.67,563.35
22224,9,2,122.96,245.92
22225,12,4,197.08,788.32
22226,18,4,55.76,223.04
22227,4,1,103.74,103.74
22228,8,1,127.58,127.58
22229,12,3,30.58,91.74
22230,8,1,155.75,155.75
22231,7,1,166.92,166.92
22232,16,2,71.79,143.58
22233,13,3,80.56,241.68
22234,12,2,44.08,88.16
22235,13,4,139.83,559.32
22236,11,4,179.98,719.92
22237,13,5,157.99,789.95
22238,17,3,149.33,447.99
22239,6,3,43.11,129.33
22240,18,5,53.74,268.7
22241,9,1,87.62,87.62
22242,3,3,153.69,461.07
22243,7,5,113.47,567.35
22244,2,4,33.1,132.4
22245,8,4,30.28,121.12
22246,14,4,104.76,419.04
22247,6,3,58.55,175.65
22248,1,2,95.94,191.88
22249,4,3,28.57,85.71
22250,1,3,190.73,572.19
22251,14,4,55.92,223.68
22252,18,3,16.85,50.55
22253,13,2,155.75,311.5
22254,17,2,31.18,62.36
22255,8,3,83.55,250.65
22256,2,2,63.06,126.12
22257,9,1,93.86,93.86
22258,11,3,44.47,133.41
22259,1,1,143.03,143.03
22260,3,5,60.68,303.4
22261,6,4,103.66,414.64
22262,6,4,167.27,669.08
22263,1,3,49.58,148.74
22264,12,3,28.06,84.18
22265,15,1,63.75,63.75
22266,13,3,32.94,98.82
22267,15,1,19.78,19.78
22268,17,4,170.06,680.24
22269,1,5,184.09,920.45
22270,9,1,64.61,64.61
22271,2,1,41.09,41.09
22272,8,3,197.13,591.39
22273,5,3,24.14,72.42
22274,16,5,119.67,598.35
22275,2,3,27.79,83.37
22276,2,2,82.67,165.34
22277,17,4,127.05,508.2
22278,13,5,99.34,496.7
22279,3,3,153.69,461.07
22280,15,2,196.46,392.92
22281,14,5,37.22,186.1
22282,16,5,69.15,345.75
22283,14,1,116.59,116.59
22284,6,4,105.68,422.72
22285,15,4,31.6,126.4
22286,7,4,31.37,125.48
22287,4,1,102.84,102.84
22288,5,3,135.25,405.75
22289,11,2,173.18,346.36
22290,18,2,148.4,296.8
22291,6,1,85.17,85.17
22292,4,4,60.5,242.0
22293,17,4,132.86,531.44
22294,1,4,134.0,536.0
22295,8,5,181.16,905.8
22296,9,4,157.1,628.4
22297,10,3,22.89,68.67
22298,2,4,107.94,431.76
22299,4,1,136.03,136.03
22300,15,1,66.28,66.28
22301,11,2,107.37,214.74
22302,16,3,16.48,49.44
22303,13,1,131.55,131.55
22304,17,4,113.06,452.24
22305,1,3,143.69,431.07
22306,11,3,184.16,552.48
22307,5,4,18.23,72.92
22308,9,4,36.43,145.72
22309,6,4,99.93,399.72
22310,3,4,46.02,184.08
22311,15,5,79.68,398.4
22312,16,4,135.88,543.52
22313,17,2,197.6,395.2
22314,12,3,87.73,263.19
22315,2,5,34.43,172.15
22316,16,1,139.24,139.24
22317,17,5,42.8,214.0
22318,2,5,179.36,896.8
22319,15,1,104.81,104.81
22320,14,1,112.48,112.48
22321,17,2,119.82,239.64
22322,18,3,136.38,409.14
22323,7,1,84.75,84.75
22324,14,2,99.19,198.38
22325,3,1,161.08,161.08
22326,11,5,65.49,327.45
22327,11,2,119.42,238.84
22328,14,2,83.01,166.02
22329,1,3,156.64,469.92
22330,16,4,35.38,141.52
22331,17,5,94.17,470.85
22332,10,2,10.3,20.6
22333,2,3,10.9,32.7
22334,7,5,154.05,770.25
22335,18,1,51.17,51.17
22336,7,4,150.55,602.2
22337,3,3,56.85,170.55
22338,14,3,166.89,500.67
22339,15,4,73.57,294.28
22340,1,4,125.79,503.16
22341,13,2,33.79,67.58
22342,16,2,111.26,222.52
22343,4,4,37.43,149.72
22344,14,3,127.56,382.68
22345,16,5,91.59,457.95
22346,11,1,12.95,12.95
22347,11,2,160.35,320.7
22348,16,1,125.64,125.64
22349,11,4,59.28,237.12
22350,13,2,130.6,261.2
22351,18,5,188.06,940.3
22352,18,4,137.96,551.84
22353,8,1,37.68,37.68
22354,9,3,74.93,224.79
22355,18,3,33.3,99.9
22356,1,2,117.93,235.86
22357,12,5,145.08,725.4
22358,16,3,195.22,585.66
22359,1,1,108.95,108.95
22360,7,5,93.62,468.1
22361,14,5,155.87,779.35
22362,5,3,94.61,283.83
22363,3,1,126.14,126.14
22364,2,5,77.83,389.15
22365,15,1,35.05,35.05
22366,5,3,70.22,210.66
22367,14,3,90.3,270.9
22368,7,3,70.75,212.25
22369,5,2,120.93,241.86
22370,18,5,153.52,767.6
22371,13,4,164.82,659.28
22372,6,2,56.13,112.26
22373,7,3,10.71,32.13
22374,5,4,94.08,376.32
22375,18,3,163.87,491.61
22376,10,5,146.27,731.35
22377,13,4,180.04,720.16
22378,1,2,45.04,90.08
22379,8,4,68.42,273.68
22380,18,1,91.13,91.13
22381,9,2,78.28,156.56
22382,9,3,56.64,169.92
22383,6,3,14.88,44.64
22384,10,3,139.23,417.69
22385,6,3,156.61,469.83
22386,3,3,177.96,533.88
22387,16,5,80.56,402.8
22388,10,5,92.86,464.3
22389,5,4,118.17,472.68
22390,8,5,15.92,79.6
22391,7,4,13.97,55.88
22392,4,5,187.34,936.7
22393,4,2,54.15,108.3
22394,6,3,67.04,201.12
22395,16,3,109.02,327.06
22396,3,1,39.44,39.44
22397,17,5,147.34,736.7
22398,8,4,196.38,785.52
22399,18,3,173.69,521.07
22400,17,2,170.21,340.42
22401,15,5,124.89,624.45
22402,10,3,112.17,336.51
22403,11,4,189.7,758.8
22404,12,1,51.07,51.07
22405,1,3,184.27,552.81
22406,8,1,67.96,67.96
22407,3,3,192.83,578.49
22408,2,3,81.02,243.06
22409,5,5,50.97,254.85
22410,1,1,39.91,39.91
22411,2,3,35.83,107.49
22412,2,5,105.53,527.65
22413,4,2,57.01,114.02
22414,2,3,111.63,334.89
22415,11,4,17.36,69.44
22416,4,1,122.2,122.2
22417,4,2,57.06,114.12
22418,2,3,95.0,285.0
22419,6,5,171.36,856.8
22420,2,3,109.62,328.86
22421,4,4,90.35,361.4
22422,11,1,62.26,62.26
22423,3,1,192.28,192.28
22424,5,2,17.75,35.5
22425,6,2,144.69,289.38
22426,9,4,170.72,682.88
22427,8,2,56.59,113.18
22428,3,5,108.42,542.1
22429,10,5,31.84,159.2
22430,1,5,45.46,227.3
22431,10,3,66.23,198.69
22432,5,3,185.4,556.2
22433,8,3,103.47,310.41
22434,3,3,55.82,167.46
22435,4,5,63.96,319.8
22436,10,3,106.15,318.45
22437,2,2,77.74,155.48
22438,5,4,152.38,609.52
22439,12,3,193.09,579.27
22440,3,2,163.07,326.14
22441,7,1,81.64,81.64
22442,15,1,173.9,173.9
22443,12,1,85.32,85.32
22444,18,2,148.4,296.8
22445,13,1,79.72,79.72
22446,17,3,104.05,312.15
22447,7,4,176.38,705.52
22448,1,2,93.74,187.48
22449,8,3,172.83,518.49
22450,1,4,183.96,735.84
22451,11,3,128.42,385.26
22452,17,3,159.13,477.39
22453,5,3,81.03,243.09
22454,9,5,166.0,830.0
22455,8,1,140.42,140.42
22456,7,4,102.61,410.44
22457,1,4,107.29,429.16
22458,8,4,59.53,238.12
22459,5,5,166.78,833.9
22460,7,3,22.32,66.96
22461,18,4,130.07,520.28
22462,2,4,136.93,547.72
22463,15,1,66.04,66.04
