id_orden,fecha_compra,id_cliente,id_region_envio,id_metodo_pago
20899,2025-01-11,1185,4,2
20900,2025-01-04,2356,2,1
20901,2025-02-09,2325,5,3
20902,2025-01-24,1072,5,2
20903,2025-02-09,2617,2,3
20904,2025-01-20,1613,3,5
20905,2025-02-11,1895,5,3
20906,2025-01-13,2512,3,1
20907,2025-01-29,1559,5,3
20908,2025-02-19,1841,4,3
20909,2025-02-08,2804,1,3
20910,2025-02-10,1448,4,2
20911,2025-01-30,2496,3,3
20912,2025-01-13,2540,2,3
20913,2025-02-09,1048,3,2
20914,2025-01-27,2198,3,3
20915,2025-02-08,1637,2,4
20916,2025-02-28,1820,1,3
20917,2025-02-16,2050,2,2
20918,2025-02-27,2814,4,3
20919,2025-01-11,2066,4,2
20920,2025-01-31,2596,2,3
20921,2025-02-23,2054,1,1
20922,2025-01-10,1217,4,4
20923,2025-01-26,1642,5,3
20924,2025-01-14,1882,3,2
20925,2025-02-17,2583,4,5
20926,2025-02-15,1095,3,1
20927,2025-02-16,1175,4,1
20928,2025-02-27,2974,1,5
20929,2025-01-19,2353,3,4
20930,2025-01-12,1461,5,5
20931,2025-02-18,1928,1,1
20932,2025-01-02,1211,3,5
20933,2025-01-09,2111,1,3
20934,2025-02-10,1739,4,2
20935,2025-02-27,1584,2,3
20936,2025-02-18,2690,4,1
20937,2025-02-11,1251,3,5
20938,2025-02-01,2922,2,1
20939,2025-02-08,1004,4,5
20940,2025-02-15,2629,3,5
20941,2025-01-25,1537,4,5
20942,2025-02-11,1607,4,2
20943,2025-01-03,2379,5,5
20944,2025-02-15,2876,4,5
20945,2025-01-21,1856,1,4
20946,2025-02-27,2821,1,5
20947,2025-02-15,2805,2,5
20948,2025-01-08,1515,1,3
20949,2025-01-03,1160,5,5
20950,2025-01-04,2828,2,3
20951,2025-01-20,2742,4,4
20952,2025-01-26,2624,5,3
20953,2025-01-03,2478,4,1
20954,2025-02-06,2973,3,3
20955,2025-01-05,2197,2,1
20956,2025-02-03,1721,1,2
20957,2025-02-05,1506,4,3
20958,2025-02-02,1615,5,4
20959,2025-01-22,1690,3,1
20960,2025-02-09,1330,4,3
20961,2025-01-19,1293,4,1
20962,2025-01-21,1135,5,2
20963,2025-02-03,2710,1,3
20964,2025-02-16,2812,5,3
20965,2025-02-14,1319,1,2
20966,2025-02-22,2458,4,3
20967,2025-01-20,2853,1,3
20968,2025-01-11,2253,3,3
20969,2025-02-25,1086,5,5
20970,2025-01-10,2740,5,3
20971,2025-01-29,2558,4,3
20972,2025-01-21,2740,1,2
20973,2025-01-06,2020,2,1
20974,2025-02-22,1793,2,4
20975,2025-01-14,2297,3,3
20976,2025-01-21,1648,5,2
20977,2025-01-24,1133,4,5
20978,2025-01-03,2620,2,2
20979,2025-01-01,1673,4,5
20980,2025-02-14,1765,5,3
20981,2025-01-30,1406,1,3
20982,2025-01-01,1029,5,5
20983,2025-01-04,1750,5,4
20984,2025-01-30,1989,1,4
20985,2025-02-17,2990,5,3
20986,2025-02-21,2172,4,3
20987,2025-02-07,1505,2,1
20988,2025-01-04,1747,5,5
20989,2025-01-02,2191,4,3
20990,2025-01-08,2356,1,3
20991,2025-02-04,1355,5,1
20992,2025-02-25,2996,5,2
20993,2025-02-23,2339,5,4
20994,2025-02-26,2150,4,1
20995,2025-01-26,1271,1,3
20996,2025-02-23,2520,2,3
20997,2025-01-11,2195,2,1
20998,2025-01-01,1509,4,2
20999,2025-02-09,2122,4,5
21000,2025-01-07,1979,1,4
21001,2025-01-18,1471,1,3
21002,2025-02-04,2277,5,2
21003,2025-01-11,1393,1,4
21004,2025-01-14,1856,5,5
21005,2025-02-16,1551,3,1
21006,2025-02-28,2271,3,3
21007,2025-01-17,2899,1,2
21008,2025-02-06,2297,2,4
21009,2025-02-17,2166,5,3
21010,2025-02-16,2924,3,3
21011,2025-02-23,1938,2,1
21012,2025-01-18,1459,3,5
21013,2025-01-14,2081,1,4
21014,2025-02-13,2157,3,5
21015,2025-01-05,1277,5,1
21016,2025-01-25,2063,3,3
21017,2025-02-08,2536,5,3
21018,2025-02-28,1366,5,3
21019,2025-02-19,2788,3,4
21020,2025-02-21,1277,2,1
21021,2025-02-12,2199,5,3
21022,2025-01-14,2375,5,4
21023,2025-01-26,1732,1,1
21024,2025-02-28,2793,2,1
21025,2025-01-11,2980,3,5
21026,2025-01-22,1759,3,1
21027,2025-01-09,2037,1,1
21028,2025-01-27,1437,3,2
21029,2025-01-05,1570,5,5
21030,2025-01-25,2249,3,1
21031,2025-02-27,1111,5,5
21032,2025-01-22,1148,5,3
21033,2025-02-28,1596,2,3
21034,2025-01-01,1071,5,3
21035,2025-02-18,1176,4,2
21036,2025-02-19,1589,2,3
21037,2025-01-07,1668,5,5
21038,2025-02-17,1670,5,1
21039,2025-02-22,1632,2,3
21040,2025-02-18,2858,3,3
21041,2025-01-19,2615,2,1
21042,2025-02-17,1120,3,3
21043,2025-02-06,1130,3,3
21044,2025-02-22,2918,2,3
21045,2025-02-17,2856,2,5
21046,2025-01-04,2923,4,3
21047,2025-02-18,2454,1,1
21048,2025-02-26,1178,1,1
21049,2025-02-12,1544,3,4
21050,2025-02-17,1542,3,3
21051,2025-02-26,1472,2,2
21052,2025-02-02,1334,1,3
21053,2025-02-11,1095,2,3
21054,2025-01-07,2298,3,3
21055,2025-01-11,1471,1,3
21056,2025-02-10,2163,2,4
21057,2025-01-04,1728,2,1
21058,2025-01-01,1386,2,4
21059,2025-01-07,2343,4,3
21060,2025-01-13,1842,1,2
21061,2025-02-18,1413,3,3
21062,2025-01-02,1150,1,3
21063,2025-01-27,2920,2,1
21064,2025-01-24,2945,3,3
21065,2025-01-31,2835,2,5
21066,2025-02-03,1302,2,3
21067,2025-02-28,1295,5,3
21068,2025-01-24,2409,3,3
21069,2025-02-26,1084,2,1
21070,2025-01-01,1961,3,4
21071,2025-02-19,2563,4,3
21072,2025-01-19,1862,4,2
21073,2025-01-28,1164,3,3
21074,2025-02-17,2141,1,5
21075,2025-02-24,1582,4,3
21076,2025-01-20,2732,4,5
21077,2025-01-31,2991,5,3
21078,2025-02-18,1755,2,5
21079,2025-02-09,2855,5,1
21080,2025-02-07,1519,5,5
21081,2025-02-17,2907,5,3
21082,2025-01-03,2771,1,4
21083,2025-02-19,1076,3,3
21084,2025-01-24,1737,4,1
21085,2025-02-14,1871,3,3
21086,2025-02-19,1806,3,3
21087,2025-01-23,2883,3,3
21088,2025-02-09,1744,3,4
21089,2025-02-27,2267,3,3
21090,2025-01-23,2957,1,1
21091,2025-01-14,1162,1,1
21092,2025-02-21,1023,1,3
21093,2025-01-22,2590,5,3
21094,2025-02-05,1363,4,5
21095,2025-01-24,2782,2,3
21096,2025-02-05,2786,3,2
21097,2025-01-13,1026,2,2
21098,2025-01-24,2128,3,3
21099,2025-01-22,2934,1,2
21100,2025-02-04,1684,1,3
21101,2025-01-03,2444,4,2
21102,2025-01-25,2142,5,3
21103,2025-01-28,1765,4,1
21104,2025-01-21,1656,2,4
21105,2025-02-03,1939,2,5
21106,2025-02-01,1954,3,2
21107,2025-02-16,2896,5,3
21108,2025-01-06,2304,3,2
21109,2025-02-07,1546,1,3
21110,2025-01-24,2465,4,1
21111,2025-01-30,1175,2,1
21112,2025-01-20,2645,2,3
21113,2025-01-30,2259,4,1
21114,2025-02-06,2883,5,3
21115,2025-02-16,1147,2,1
21116,2025-02-19,2712,4,1
21117,2025-02-03,1685,4,2
21118,2025-01-13,2920,5,1
21119,2025-01-11,1273,3,4
21120,2025-01-20,2245,2,3
21121,2025-02-28,1487,1,2
21122,2025-02-17,2512,2,5
21123,2025-01-25,1175,5,3
21124,2025-02-09,1765,4,3
21125,2025-01-14,1575,3,3
21126,2025-02-18,1685,5,3
21127,2025-02-09,1581,3,2
21128,2025-01-06,2435,3,2
21129,2025-02-21,1509,1,4
21130,2025-01-29,1580,4,4
21131,2025-02-17,2714,5,4
21132,2025-01-07,1272,1,2
21133,2025-02-25,1710,5,2
21134,2025-02-25,2936,3,3
21135,2025-02-16,1173,3,3
21136,2025-02-04,1248,2,5
21137,2025-01-23,2867,4,2
21138,2025-01-10,1501,5,4
21139,2025-02-07,1837,2,1
21140,2025-02-02,2495,1,3
21141,2025-01-29,1450,3,1
21142,2025-01-01,1979,5,2
21143,2025-01-01,1450,1,4
21144,2025-02-26,2038,5,4
21145,2025-01-12,1154,4,2
21146,2025-02-09,2001,4,1
21147,2025-01-14,2468,5,2
21148,2025-01-26,1676,5,4
21149,2025-02-19,2364,4,3
21150,2025-02-03,2383,4,1
21151,2025-02-08,1003,1,2
21152,2025-01-03,2578,5,4
21153,2025-01-25,2580,1,3
21154,2025-01-20,2631,1,4
21155,2025-01-09,1181,3,2
21156,2025-02-24,2582,5,1
21157,2025-01-14,1162,1,3
21158,2025-01-22,2234,3,3
21159,2025-02-14,2901,1,3
21160,2025-01-04,2100,3,4
21161,2025-01-11,1195,4,3
21162,2025-02-01,2452,4,5
21163,2025-01-06,1399,5,5
21164,2025-01-28,2448,4,5
21165,2025-02-19,1178,4,5
21166,2025-02-16,2673,5,5
21167,2025-01-13,1605,4,1
21168,2025-01-04,2824,5,1
21169,2025-01-29,1912,3,2
21170,2025-02-16,2464,5,3
21171,2025-02-12,1785,5,3
21172,2025-02-13,1311,4,4
21173,2025-02-19,1117,3,5
21174,2025-01-30,1451,2,2
21175,2025-02-12,1299,4,2
21176,2025-01-07,2472,2,2
21177,2025-02-26,1829,4,4
21178,2025-02-06,2888,5,3
21179,2025-01-22,2316,4,3
21180,2025-02-01,2949,3,3
21181,2025-01-28,1234,3,5
21182,2025-02-13,1156,4,1
21183,2025-02-25,1892,1,4
21184,2025-02-03,1814,4,4
21185,2025-01-29,1051,1,4
21186,2025-01-26,1988,3,5
21187,2025-01-27,1679,3,3
21188,2025-02-25,2758,4,4
21189,2025-01-31,1762,4,4
21190,2025-01-02,1901,3,3
21191,2025-02-26,2118,5,5
21192,2025-02-09,2170,5,3
21193,2025-01-05,2867,3,3
21194,2025-01-27,1950,4,4
21195,2025-01-31,1550,1,2
21196,2025-02-06,1447,1,2
21197,2025-01-11,2244,2,4
21198,2025-01-28,2105,3,3
21199,2025-01-07,2460,3,4
21200,2025-01-11,1439,5,3
21201,2025-02-19,2654,2,2
21202,2025-01-15,1686,1,1
21203,2025-02-22,2889,5,1
21204,2025-02-01,1480,2,5
21205,2025-02-16,2428,3,4
21206,2025-01-22,2358,4,1
21207,2025-01-10,1622,4,5
21208,2025-02-13,1457,5,4
21209,2025-01-02,2732,1,1
21210,2025-01-04,1692,4,3
21211,2025-02-02,1363,5,1
21212,2025-01-24,2829,2,3
21213,2025-01-27,1552,1,5
21214,2025-01-12,1399,4,2
21215,2025-02-11,2125,1,2
21216,2025-02-03,2753,3,2
21217,2025-01-16,1077,1,3
21218,2025-01-05,2989,1,1
21219,2025-01-19,1444,1,2
21220,2025-01-06,1869,4,4
21221,2025-01-11,1329,1,1
21222,2025-02-24,2074,5,1
21223,2025-02-07,1587,1,5
21224,2025-02-20,2687,4,5
21225,2025-02-01,1079,2,1
21226,2025-01-07,2305,5,3
21227,2025-02-24,2262,1,2
21228,2025-01-27,1295,4,5
21229,2025-01-30,2911,1,2
21230,2025-01-30,1345,1,4
21231,2025-02-27,1294,2,1
21232,2025-01-07,2391,5,2
21233,2025-02-20,2886,2,3
21234,2025-02-16,2196,3,1
21235,2025-01-06,2364,2,3
21236,2025-01-18,1234,5,3
21237,2025-02-11,1427,5,4
21238,2025-01-14,1046,3,1
21239,2025-02-08,1819,4,3
21240,2025-02-16,2953,3,2
21241,2025-01-02,1241,1,3
21242,2025-02-19,1868,2,2
21243,2025-01-09,1996,5,4
21244,2025-02-12,1234,5,3
21245,2025-01-20,2772,3,4
21246,2025-01-10,1695,2,3
21247,2025-02-21,2263,4,4
21248,2025-01-15,2373,1,5
21249,2025-02-15,2640,1,2
21250,2025-01-18,2191,1,2
21251,2025-02-07,2603,3,2
21252,2025-02-18,1652,5,2
21253,2025-01-23,2519,1,2
21254,2025-01-08,1266,1,2
21255,2025-01-10,1539,1,3
21256,2025-01-26,2871,4,3
21257,2025-01-31,2663,5,2
21258,2025-02-22,2583,2,3
21259,2025-01-13,2159,2,4
21260,2025-01-06,1659,4,3
21261,2025-02-15,2589,5,3
21262,2025-02-12,1845,4,2
21263,2025-02-04,2048,3,3
21264,2025-02-08,2618,2,1
21265,2025-01-01,2321,2,2
21266,2025-01-02,2187,4,2
21267,2025-01-21,2948,4,3
21268,2025-01-02,1306,5,1
21269,2025-01-20,1371,1,3
21270,2025-01-05,2288,3,5
21271,2025-02-28,2875,2,5
21272,2025-02-03,2456,5,2
21273,2025-02-12,2440,5,1
21274,2025-02-01,1258,1,5
21275,2025-01-21,2530,3,5
21276,2025-02-16,1806,4,4
21277,2025-02-28,1113,5,5
21278,2025-01-20,2269,1,5
21279,2025-01-01,2043,2,4
21280,2025-02-22,2441,4,3
21281,2025-01-21,1530,1,2
21282,2025-01-06,1859,4,4
21283,2025-02-28,2760,5,4
21284,2025-01-04,2133,4,4
21285,2025-02-20,1890,5,3
21286,2025-02-22,2212,2,2
21287,2025-02-19,2783,2,3
21288,2025-02-01,1182,1,5
21289,2025-01-07,2518,3,2
21290,2025-01-09,1270,5,5
21291,2025-01-18,2082,5,3
21292,2025-02-14,2718,1,1
21293,2025-01-12,1753,5,3
21294,2025-02-24,2015,2,3
21295,2025-01-15,1169,4,3
21296,2025-02-12,1572,3,3
21297,2025-01-25,2461,3,1
21298,2025-01-01,1447,4,3
21299,2025-02-08,2941,3,3
21300,2025-01-31,2060,1,3
21301,2025-02-22,2276,5,3
21302,2025-02-06,2262,1,3
21303,2025-02-09,1453,1,4
21304,2025-01-03,2795,4,1
21305,2025-01-07,2491,5,4
21306,2025-01-02,1051,1,2
21307,2025-01-27,2877,3,3
21308,2025-02-22,1399,4,3
21309,2025-01-24,2688,2,4
21310,2025-01-22,2064,5,3
21311,2025-01-19,2194,4,5
21312,2025-02-28,1764,3,5
21313,2025-02-23,1906,2,5
21314,2025-02-07,1395,3,1
21315,2025-02-15,1501,3,1
21316,2025-01-16,1508,5,4
21317,2025-02-15,2703,5,3
21318,2025-01-24,2688,1,3
21319,2025-01-10,2810,1,2
21320,2025-02-28,1053,3,1
21321,2025-02-26,2669,4,1
21322,2025-01-29,1143,5,4
21323,2025-01-10,2242,5,3
21324,2025-02-15,2552,5,2
21325,2025-02-12,2317,5,4
21326,2025-02-03,1454,2,4
21327,2025-01-02,2380,5,5
21328,2025-02-27,2048,5,3
21329,2025-01-22,2757,3,3
21330,2025-02-18,1169,3,3
21331,2025-02-26,1728,3,3
21332,2025-02-12,1203,1,2
21333,2025-02-07,1717,3,5
21334,2025-01-26,1573,1,5
21335,2025-02-07,2905,2,3
21336,2025-02-01,1074,5,3
21337,2025-02-27,1796,2,4
21338,2025-02-25,1466,5,2
21339,2025-02-09,1058,4,3
21340,2025-01-06,2706,1,2
21341,2025-01-06,1746,3,3
21342,2025-01-22,2717,4,4
21343,2025-02-09,1230,1,3
21344,2025-02-24,1230,3,5
21345,2025-02-28,2876,2,3
21346,2025-01-28,2605,2,5
21347,2025-02-01,1061,2,1
21348,2025-02-13,2285,5,3
21349,2025-02-15,2001,4,5
21350,2025-01-19,1017,4,5
21351,2025-02-08,2862,4,2
21352,2025-01-29,2327,1,1
21353,2025-02-12,1813,4,1
21354,2025-02-25,2205,4,2
21355,2025-02-18,2049,4,4
21356,2025-02-16,2026,1,4
21357,2025-02-02,1433,1,4
21358,2025-02-18,2122,3,5
21359,2025-02-26,2000,4,3
21360,2025-01-29,2784,5,3
21361,2025-01-22,2103,5,4
21362,2025-01-06,1409,4,2
21363,2025-01-17,2530,5,3
21364,2025-01-08,2101,2,2
21365,2025-02-03,1198,1,5
21366,2025-02-18,1994,1,5
21367,2025-02-11,1752,5,2
21368,2025-01-26,1690,5,3
21369,2025-01-22,1040,4,3
21370,2025-02-10,1284,3,1
21371,2025-02-16,2707,1,1
21372,2025-01-26,1314,5,2
21373,2025-02-17,2529,4,4
21374,2025-01-26,1077,5,3
21375,2025-01-16,1036,4,5
21376,2025-01-01,2757,3,2
21377,2025-01-09,2630,5,1
21378,2025-01-07,2432,2,3
21379,2025-01-07,1148,5,2
21380,2025-02-12,1938,3,5
21381,2025-02-16,1257,2,1
21382,2025-02-22,1105,3,3
21383,2025-02-08,2427,4,2
21384,2025-02-16,1485,5,3
21385,2025-01-01,1665,1,5
21386,2025-01-17,2934,1,3
21387,2025-02-05,1938,2,3
21388,2025-02-27,2355,4,5
21389,2025-02-25,2174,5,1
21390,2025-02-21,1936,1,2
21391,2025-01-09,1312,5,1
21392,2025-02-05,2293,3,5
21393,2025-02-07,2880,1,3
21394,2025-01-31,1419,4,4
21395,2025-02-06,2729,1,3
21396,2025-01-13,1014,2,1
21397,2025-01-13,2977,5,4
21398,2025-01-09,1560,5,2
21399,2025-01-16,2004,4,5
21400,2025-01-05,2830,3,3
21401,2025-01-04,2568,4,2
21402,2025-01-19,1528,5,3
21403,2025-02-13,2612,2,4
21404,2025-02-12,1549,4,3
21405,2025-02-15,2515,1,2
21406,2025-01-30,1402,3,2
21407,2025-02-28,2724,5,3
21408,2025-02-09,2408,2,3
21409,2025-01-19,2949,5,4
21410,2025-02-03,1834,4,5
21411,2025-02-13,1100,2,3
21412,2025-02-06,1466,5,5
21413,2025-01-08,1586,4,2
21414,2025-02-25,1083,1,3
21415,2025-01-10,1681,2,3
21416,2025-02-26,1509,5,4
21417,2025-02-10,1201,1,1
21418,2025-02-15,1575,1,3
21419,2025-01-17,2243,3,3
21420,2025-01-02,1886,5,1
21421,2025-01-05,1923,1,2
21422,2025-01-08,1307,1,3
21423,2025-02-25,2497,5,3
21424,2025-01-21,1370,3,4
21425,2025-01-21,2275,4,4
21426,2025-01-23,1392,1,5
21427,2025-02-28,1407,4,3
21428,2025-02-28,1500,4,1
21429,2025-02-13,2230,3,4
21430,2025-02-22,2197,2,4
21431,2025-02-28,2441,2,3
21432,2025-01-23,1382,2,1
21433,2025-02-11,2124,4,2
21434,2025-02-22,2046,2,5
21435,2025-02-09,2292,5,5
21436,2025-01-21,1241,5,3
21437,2025-01-14,1344,2,2
21438,2025-02-04,1979,1,5
21439,2025-01-24,1368,4,3
21440,2025-02-12,1714,1,3
21441,2025-01-16,2550,1,3
21442,2025-01-27,2384,5,3
21443,2025-01-12,1943,2,5
21444,2025-01-14,2737,5,2
21445,2025-02-04,1360,3,1
21446,2025-02-16,2323,4,4
21447,2025-01-28,2188,2,4
21448,2025-01-04,2945,4,4
21449,2025-02-26,2680,2,2
21450,2025-02-18,1271,3,3
21451,2025-02-13,2493,2,4
21452,2025-02-01,2561,3,3
21453,2025-02-22,2839,5,3
21454,2025-02-13,1189,3,2
21455,2025-01-28,1276,5,3
21456,2025-01-09,1421,2,1
21457,2025-02-04,1501,1,4
21458,2025-01-07,2293,4,3
21459,2025-01-05,1182,2,2
21460,2025-02-28,1321,2,3
21461,2025-01-13,1248,4,5
21462,2025-01-20,2429,4,3
21463,2025-01-21,1417,1,2
21464,2025-02-21,2569,3,1
21465,2025-01-11,2898,5,5
21466,2025-01-11,2155,3,1
21467,2025-01-25,2593,1,5
21468,2025-02-28,2350,4,3
21469,2025-02-01,1777,3,2
21470,2025-01-06,2672,5,4
21471,2025-01-12,1374,2,3
21472,2025-02-24,2632,3,4
21473,2025-02-15,2225,5,2
21474,2025-01-07,2576,3,2
21475,2025-02-09,1141,1,3
21476,2025-02-27,2954,1,3
21477,2025-01-24,1819,2,2
21478,2025-02-12,2524,2,4
21479,2025-02-10,1103,4,4
21480,2025-01-03,1180,3,3
21481,2025-01-12,2111,4,3
21482,2025-01-28,2884,2,5
21483,2025-01-21,2849,2,1
21484,2025-02-05,1709,5,3
21485,2025-02-09,1423,4,5
21486,2025-02-08,2881,2,1
21487,2025-02-10,1293,2,3
21488,2025-01-06,1479,1,3
21489,2025-02-01,1883,2,1
21490,2025-01-09,2277,5,3
21491,2025-02-08,2978,4,2
21492,2025-02-07,1607,4,3
21493,2025-02-20,1927,5,3
21494,2025-01-17,2283,5,3
21495,2025-01-29,2533,3,3
21496,2025-02-25,1199,4,4
21497,2025-02-02,2460,3,2
21498,2025-01-01,1115,1,4
21499,2025-02-23,2184,3,3
21500,2025-02-06,1526,4,3
21501,2025-01-19,2752,2,5
21502,2025-02-23,2382,2,3
21503,2025-01-24,1344,1,5
21504,2025-02-08,2006,2,3
21505,2025-02-19,2393,2,5
21506,2025-02-03,2777,5,4
21507,2025-01-19,1664,1,5
21508,2025-02-14,2761,4,2
21509,2025-01-16,2545,3,5
21510,2025-02-19,2325,3,3
21511,2025-02-12,2124,5,5
21512,2025-01-16,2882,1,1
21513,2025-01-19,2586,4,1
21514,2025-01-31,2070,4,3
21515,2025-01-14,2750,5,3
21516,2025-01-05,1293,4,1
21517,2025-02-23,2426,5,3
21518,2025-01-23,1675,4,4
21519,2025-01-03,2925,3,5
21520,2025-01-14,2160,1,3
21521,2025-02-25,2347,5,3
21522,2025-02-02,1034,2,2
21523,2025-02-05,2301,3,1
21524,2025-02-08,2441,2,4
21525,2025-02-19,2021,2,1
21526,2025-01-29,2602,2,4
21527,2025-01-25,1726,3,1
21528,2025-02-10,2859,2,3
21529,2025-02-21,1858,1,4
21530,2025-02-28,2142,5,2
21531,2025-01-18,2430,4,3
21532,2025-01-01,2124,3,2
21533,2025-01-27,1557,5,3
21534,2025-01-02,2797,2,3
21535,2025-01-27,1508,2,2
21536,2025-01-30,2633,4,3
21537,2025-02-25,2962,2,4
21538,2025-02-28,2375,4,2
21539,2025-01-29,2227,3,2
21540,2025-01-26,2566,1,3
21541,2025-02-11,1795,3,3
21542,2025-02-14,1011,4,3
21543,2025-02-04,2097,3,2
21544,2025-01-12,2489,1,3
21545,2025-01-18,2344,2,3
21546,2025-02-21,2208,4,3
21547,2025-02-01,2853,4,5
21548,2025-02-22,1244,2,4
21549,2025-01-10,1414,2,1
21550,2025-02-05,2246,3,1
21551,2025-01-30,1027,2,3
21552,2025-01-30,2278,4,4
21553,2025-01-06,1048,2,5
21554,2025-02-01,1856,3,1
21555,2025-02-14,2911,5,3
21556,2025-01-22,2100,5,3
21557,2025-02-08,2885,1,3
21558,2025-02-12,1921,2,2
21559,2025-01-22,1679,5,3
21560,2025-02-19,1942,1,3
21561,2025-01-30,1658,4,3
21562,2025-01-15,2722,2,3
21563,2025-01-03,1584,4,2
21564,2025-01-30,1309,5,3
21565,2025-02-23,1869,3,3
21566,2025-01-09,2664,3,5
21567,2025-01-21,2576,5,1
21568,2025-02-09,1142,2,5
21569,2025-01-13,1073,4,5
21570,2025-01-05,1131,3,2
21571,2025-02-18,1621,3,4
21572,2025-02-02,2871,2,4
21573,2025-01-02,2502,3,1
21574,2025-02-13,1931,1,2
21575,2025-02-25,2826,5,5
21576,2025-02-08,1478,5,4
21577,2025-01-07,1881,1,1
21578,2025-02-02,1889,2,3
21579,2025-01-31,2702,3,4
21580,2025-01-18,2086,1,3
21581,2025-01-08,1465,1,3
21582,2025-02-16,2513,5,3
21583,2025-01-23,2439,2,3
21584,2025-01-26,1593,5,1
21585,2025-02-28,1208,5,5
21586,2025-01-10,1741,2,4
21587,2025-02-07,2999,3,2
21588,2025-01-04,1279,3,4
21589,2025-01-10,1977,4,5
21590,2025-01-09,2996,1,4
21591,2025-02-24,1016,2,4
21592,2025-01-25,2299,1,3
21593,2025-01-27,2190,5,5
21594,2025-02-20,2245,4,4
21595,2025-01-01,2154,3,3
21596,2025-01-20,1330,4,2
21597,2025-01-10,2604,4,5
21598,2025-01-26,2865,3,3
21599,2025-01-30,1673,4,3
21600,2025-02-16,1365,3,1
21601,2025-01-01,1404,2,4
21602,2025-02-17,1826,2,1
21603,2025-01-25,2578,4,3
21604,2025-02-08,1327,3,3
21605,2025-02-07,2580,5,1
21606,2025-02-08,2195,4,3
21607,2025-01-23,2978,2,1
21608,2025-01-23,2258,2,3
21609,2025-01-17,2527,4,5
21610,2025-01-30,2399,5,3
21611,2025-01-01,2696,3,2
21612,2025-01-07,1442,3,3
21613,2025-01-12,1353,4,3
21614,2025-02-19,2766,2,1
21615,2025-02-21,1305,5,3
21616,2025-01-02,2635,2,2
21617,2025-02-14,1997,5,5
21618,2025-01-25,1748,1,2
21619,2025-01-29,2802,5,5
21620,2025-01-06,2994,5,5
21621,2025-01-24,2370,4,5
21622,2025-01-27,2107,3,3
21623,2025-01-19,1009,1,4
21624,2025-01-03,2355,3,5
21625,2025-01-08,2122,4,1
21626,2025-01-21,2598,1,2
21627,2025-01-28,1522,5,3
21628,2025-02-18,2723,4,3
21629,2025-02-21,2834,3,1
21630,2025-01-18,2983,5,1
21631,2025-01-08,1113,3,4
21632,2025-02-15,1653,3,3
21633,2025-01-23,1065,5,2
21634,2025-02-12,1161,3,4
21635,2025-01-23,1368,5,3
21636,2025-02-25,1509,3,5
21637,2025-01-05,1290,2,5
21638,2025-02-04,1408,5,1
21639,2025-02-28,1495,4,3
21640,2025-02-20,1505,4,4
21641,2025-01-23,1839,3,2
21642,2025-01-03,1573,5,4
21643,2025-02-18,1965,4,2
21644,2025-01-08,2885,5,4
21645,2025-01-26,2558,4,3
21646,2025-01-09,2719,4,3
21647,2025-01-26,2176,3,5
21648,2025-01-22,2004,2,3
21649,2025-01-20,2875,2,1
21650,2025-01-03,2148,2,5
21651,2025-02-05,1097,1,5
21652,2025-02-05,1159,4,3
21653,2025-01-10,2592,2,5
21654,2025-01-17,1124,4,5
21655,2025-02-25,2474,5,3
21656,2025-02-11,1389,5,2
21657,2025-01-17,1790,1,2
21658,2025-02-18,1758,1,5
21659,2025-01-07,2767,4,4
21660,2025-02-16,1979,3,2
21661,2025-01-01,1023,2,3
21662,2025-02-21,2972,2,5
21663,2025-02-18,2053,3,2
21664,2025-02-02,2221,5,5
21665,2025-02-05,1131,1,5
21666,2025-02-03,1199,3,2
21667,2025-01-19,2124,3,2
21668,2025-02-14,2830,4,1
21669,2025-02-10,2406,2,3
21670,2025-02-06,2635,4,5
21671,2025-02-23,1436,5,2
21672,2025-02-21,1309,3,2
21673,2025-02-02,2958,5,5
21674,2025-01-12,2976,5,4
21675,2025-02-18,2677,4,4
21676,2025-01-14,1816,2,5
21677,2025-02-18,1444,5,5
21678,2025-01-24,2755,1,3
21679,2025-01-30,2068,4,2
21680,2025-02-09,1876,3,4
21681,2025-02-18,1791,3,3
21682,2025-02-25,1751,3,4
21683,2025-01-20,1204,3,2
21684,2025-02-07,1593,5,4
21685,2025-01-24,2221,5,3
21686,2025-01-03,2475,4,1
21687,2025-01-05,2040,5,2
21688,2025-01-29,2974,5,5
21689,2025-01-26,1902,4,3
21690,2025-01-16,2875,2,3
21691,2025-02-12,2040,5,3
21692,2025-01-23,2431,5,5
21693,2025-02-16,2073,2,2
21694,2025-01-08,2687,1,1
21695,2025-01-28,1716,1,2
21696,2025-02-27,1779,1,4
21697,2025-01-19,1487,5,4
21698,2025-02-05,1189,1,3
21699,2025-01-24,2957,1,1
21700,2025-01-06,2896,4,3
21701,2025-01-11,2545,1,3
21702,2025-02-02,2539,1,3
21703,2025-02-18,1648,4,3
21704,2025-02-19,1174,5,1
21705,2025-01-10,1472,2,1
21706,2025-02-07,1645,5,4
21707,2025-02-03,2574,3,3
21708,2025-01-05,1821,1,3
21709,2025-02-14,1079,4,3
21710,2025-01-29,2640,4,3
21711,2025-02-24,2518,3,4
21712,2025-01-12,2198,3,4
21713,2025-01-03,2100,4,5
21714,2025-01-14,1459,2,4
21715,2025-02-28,1360,1,5
21716,2025-02-19,2605,4,1
21717,2025-02-11,1289,3,1
21718,2025-01-19,2823,3,5
21719,2025-01-23,2587,5,3
