ID de la orden,Fecha de la compra,ID del cliente,Género del cliente,Edad del cliente,Categoría del producto,Nombre del producto,Precio del producto,Cantidad comprada,Total de la orden,Método de pago,Región de envío
18140,2025-07-15,1556,,,Chaquetas,Chaqueta de cuero,"186,57",4,"746,28",Efectivo,Oriente
18141,2025-07-04,2519,,,Vestidos,Vestido de verano,"116,72",5,"583,6",Tarjeta de crédito,Norte
18142,2025-08-14,1667,,,Accesorios,Gorra,"92,07",1,"92,07",Tarjeta de crédito,Sur
18143,2025-07-20,1764,,,Pantalones,Jogger,"85,41",3,"256,23",Transferencia,Oriente
18144,2025-02-25,2750,,,Pantalones,Pantalón formal,"198,49",1,"198,49",Tarjeta de débito,Sur
18145,2025-02-18,1602,,,Camisetas,Camiseta básica,"49,05",2,"98,1",Efectivo,Oriente
18146,2025-04-17,2534,,,Chaquetas,Chaqueta deportiva,"105,3",1,"105,3",Transferencia,Norte
18147,2025-03-16,2413,,,Pantalones,Jeans slim,"160,89",1,"160,89",Tarjeta de crédito,Occidente
18148,2025-05-01,1682,,,Vestidos,Vestido de verano,"71,21",2,"142,42",Tarjeta de débito,Ciudad
18149,2025-05-27,1722,,,Accesorios,Reloj,"121,77",2,"243,54",Tarjeta de débito,Oriente
18150,2025-05-28,1252,,,Camisetas,Camiseta deportiva,"37,21",2,"74,42",Contra entrega,Norte
18151,2025-01-06,1305,,,Vestidos,Vestido casual,"70,77",1,"70,77",Tarjeta de crédito,Norte
18152,2025-04-08,1975,,,Pantalones,Jogger,"38,63",3,"115,89",Contra entrega,Oriente
18153,2025-08-22,2158,,,Vestidos,Vestido casual,"95,91",1,"95,91",Tarjeta de crédito,Sur
18154,2025-01-03,2786,,,Vestidos,Vestido de verano,"122,23",5,"611,15",Tarjeta de crédito,Norte
18155,2025-06-09,1732,,,Accesorios,Reloj,"119,34",5,"596,7",Tarjeta de crédito,Oriente
18156,2025-03-13,1337,,,Pantalones,Jogger,"15,1",1,"15,1",Tarjeta de crédito,Sur
18157,2025-06-06,1452,,,Accesorios,Gorra,"117,25",3,"351,75",Transferencia,Ciudad
18158,2025-02-16,1898,,,Chaquetas,Chaqueta deportiva,"66,35",5,"331,75",Tarjeta de débito,Ciudad
18159,2025-01-03,1274,,,Accesorios,Gorra,"177,49",3,"532,47",Contra entrega,Oriente
18160,2025-06-20,1615,,,Chaquetas,Chaqueta de cuero,"106,89",1,"106,89",Tarjeta de débito,Occidente
18161,2025-01-02,1587,,,Chaquetas,Abrigo,"63,58",2,"127,16",Tarjeta de crédito,Norte
18162,2025-02-25,2932,,,Zapatos,Zapatillas deportivas,"83,25",4,333,Tarjeta de débito,Occidente
18163,2025-08-06,1194,,,Accesorios,Reloj,"190,55",4,"762,2",Tarjeta de débito,Oriente
18164,2025-01-15,1939,,,Accesorios,Bolso de mano,"176,27",5,"881,35",Efectivo,Ciudad
18165,2025-04-21,2828,,,Pantalones,Jeans slim,"156,95",1,"156,95",Contra entrega,Occidente
18166,2025-03-23,2866,,,Chaquetas,Chaqueta deportiva,"175,44",5,"877,2",Contra entrega,Sur
18167,2025-04-01,1087,,,Vestidos,Vestido de fiesta,"83,98",5,"419,9",Efectivo,Oriente
18168,2025-02-26,1497,,,Vestidos,Vestido casual,"104,89",5,"524,45",Tarjeta de crédito,Ciudad
18169,2025-05-12,1524,,,Vestidos,Vestido casual,"58,28",5,"291,4",Contra entrega,Ciudad
18170,2025-04-04,1603,,,Camisetas,Camiseta básica,"138,41",1,"138,41",Tarjeta de débito,Norte
18171,2025-08-17,2750,,,Camisetas,Camiseta estampada,"138,21",1,"138,21",Tarjeta de crédito,Sur
18172,2025-05-20,1227,,,Camisetas,Camiseta deportiva,"121,87",5,"609,35",Transferencia,Sur
18173,2025-06-02,2516,,,Chaquetas,Chaqueta de cuero,"123,96",2,"247,92",Tarjeta de crédito,Norte
18174,2025-04-04,1892,,,Zapatos,Zapatos de vestir,"150,36",3,"451,08",Transferencia,Norte
18175,2025-08-18,2628,,,Accesorios,Gorra,"125,5",1,"125,5",Tarjeta de crédito,Norte
18176,2025-02-03,1324,,,Camisetas,Camiseta deportiva,"158,29",3,"474,87",Tarjeta de crédito,Norte
18177,2025-04-15,2815,,,Zapatos,Sandalias,"54,06",1,"54,06",Contra entrega,Norte
18178,2025-08-16,2983,,,Accesorios,Reloj,"145,87",1,"145,87",Efectivo,Oriente
18179,2025-08-15,2807,,,Accesorios,Gorra,18,3,54,Contra entrega,Sur
18180,2025-03-09,1675,,,Pantalones,Pantalón formal,"140,35",2,"280,7",Efectivo,Norte
18181,2025-06-22,2790,,,Accesorios,Bolso de mano,"90,51",2,"181,02",Transferencia,Occidente
18182,2025-06-15,1457,,,Accesorios,Gorra,"90,46",5,"452,3",Tarjeta de débito,Occidente
18183,2025-04-11,2384,,,Camisetas,Camiseta estampada,"138,2",3,"414,6",Efectivo,Ciudad
18184,2025-01-11,2252,,,Chaquetas,Chaqueta deportiva,"179,35",1,"179,35",Tarjeta de crédito,Ciudad
18185,2025-04-28,1354,,,Zapatos,Zapatos de vestir,"157,58",3,"472,74",Tarjeta de débito,Norte
18186,2025-02-15,1080,,,Zapatos,Zapatos de vestir,"58,92",5,"294,6",Efectivo,Occidente
18187,2025-01-10,2643,,,Camisetas,Camiseta deportiva,"192,17",1,"192,17",Tarjeta de crédito,Sur
18188,2025-06-07,1060,,,Camisetas,Camiseta básica,"167,35",2,"334,7",Tarjeta de crédito,Occidente
18189,2025-05-02,1269,,,Zapatos,Zapatos de vestir,"177,01",4,"708,04",Efectivo,Sur
18190,2025-06-08,1383,,,Vestidos,Vestido de verano,"62,09",4,"248,36",Tarjeta de débito,Ciudad
18191,2025-08-12,2308,,,Camisetas,Camiseta estampada,"152,29",4,"609,16",Transferencia,Norte
18192,2025-05-05,2916,,,Zapatos,Zapatillas deportivas,"110,64",1,"110,64",Efectivo,Sur
18193,2025-01-26,2951,,,Pantalones,Jogger,"123,86",2,"247,72",Contra entrega,Occidente
18194,2025-03-14,2963,,,Vestidos,Vestido casual,"193,65",4,"774,6",Tarjeta de crédito,Sur
18195,2025-04-01,1795,,,Chaquetas,Chaqueta deportiva,"31,97",1,"31,97",Contra entrega,Occidente
18196,2025-06-07,1916,,,Accesorios,Reloj,"85,85",1,"85,85",Transferencia,Sur
18197,2025-02-05,1983,,,Vestidos,Vestido de verano,"45,31",5,"226,55",Contra entrega,Norte
18198,2025-02-24,1032,,,Vestidos,Vestido de verano,"186,78",3,"560,34",Tarjeta de crédito,Oriente
18199,2025-02-03,2153,,,Camisetas,Camiseta deportiva,"197,33",3,"591,99",Contra entrega,Occidente
18200,2025-04-05,2772,,,Accesorios,Reloj,"15,99",5,"79,95",Tarjeta de débito,Norte
18201,2025-03-09,2256,,,Pantalones,Jeans slim,"193,25",2,"386,5",Tarjeta de crédito,Sur
18202,2025-03-27,2832,,,Camisetas,Camiseta deportiva,"121,15",5,"605,75",Transferencia,Occidente
18203,2025-02-01,2072,,,Vestidos,Vestido casual,"39,51",5,"197,55",Contra entrega,Ciudad
18204,2025-04-22,2124,,,Chaquetas,Chaqueta de cuero,"93,75",3,"281,25",Tarjeta de débito,Oriente
18205,2025-02-14,2563,,,Accesorios,Reloj,"112,21",4,"448,84",Contra entrega,Sur
18206,2025-03-02,2501,,,Zapatos,Sandalias,"91,02",2,"182,04",Contra entrega,Sur
18207,2025-04-22,2688,,,Camisetas,Camiseta básica,"133,73",3,"401,19",Tarjeta de crédito,Oriente
18208,2025-03-25,1633,,,Pantalones,Jogger,"58,06",3,"174,18",Tarjeta de débito,Ciudad
18209,2025-07-04,1502,,,Camisetas,Camiseta básica,"173,11",3,"519,33",Contra entrega,Oriente
18210,2025-02-18,1119,,,Vestidos,Vestido de fiesta,"174,01",1,"174,01",Efectivo,Norte
18211,2025-05-04,2080,,,Chaquetas,Chaqueta de cuero,"32,44",5,"162,2",Tarjeta de crédito,Norte
18212,2025-08-25,1568,,,Accesorios,Reloj,"139,27",1,"139,27",Tarjeta de débito,Occidente
18213,2025-06-11,2258,,,Zapatos,Zapatos de vestir,"22,27",4,"89,08",Transferencia,Ciudad
18214,2025-01-04,1340,,,Pantalones,Jeans slim,"36,2",2,"72,4",Transferencia,Oriente
18215,2025-01-04,2951,,,Vestidos,Vestido de verano,"10,52",1,"10,52",Tarjeta de crédito,Norte
18216,2025-04-25,2976,,,Zapatos,Zapatos de vestir,"54,12",2,"108,24",Tarjeta de crédito,Sur
18217,2025-01-23,1208,,,Pantalones,Jogger,"112,88",4,"451,52",Tarjeta de débito,Sur
18218,2025-03-17,2415,,,Zapatos,Zapatillas deportivas,"69,76",4,"279,04",Efectivo,Ciudad
18219,2025-02-01,2635,,,Vestidos,Vestido casual,"73,59",4,"294,36",Tarjeta de crédito,Sur
18220,2025-04-18,2652,,,Zapatos,Zapatillas deportivas,"105,62",2,"211,24",Tarjeta de crédito,Ciudad
18221,2025-01-10,2697,,,Camisetas,Camiseta estampada,"128,81",2,"257,62",Contra entrega,Sur
18222,2025-05-03,2501,,,Accesorios,Reloj,"39,74",3,"119,22",Contra entrega,Ciudad
18223,2025-01-28,2025,,,Pantalones,Pantalón formal,"38,13",2,"76,26",Efectivo,Sur
18224,2025-07-05,2977,,,Camisetas,Camiseta deportiva,"184,46",4,"737,84",Efectivo,Sur
18225,2025-01-24,1433,,,Vestidos,Vestido de fiesta,"15,11",2,"30,22",Transferencia,Ciudad
18226,2025-07-12,2267,,,Chaquetas,Abrigo,"137,23",4,"548,92",Contra entrega,Oriente
18227,2025-06-10,2946,,,Vestidos,Vestido de verano,"104,04",5,"520,2",Efectivo,Oriente
18228,2025-08-07,1659,,,Accesorios,Bolso de mano,"15,04",4,"60,16",Contra entrega,Sur
18229,2025-06-26,2844,,,Accesorios,Reloj,"108,19",1,"108,19",Tarjeta de débito,Ciudad
18230,2025-01-13,2830,,,Pantalones,Pantalón formal,"58,87",3,"176,61",Transferencia,Norte
18231,2025-07-16,2068,,,Pantalones,Pantalón formal,"129,46",3,"388,38",Tarjeta de crédito,Occidente
18232,2025-03-11,2272,,,Vestidos,Vestido de fiesta,"34,37",1,"34,37",Transferencia,Sur
18233,2025-08-15,2628,,,Vestidos,Vestido casual,"154,72",3,"464,16",Tarjeta de crédito,Sur
18234,2025-07-22,2937,,,Chaquetas,Abrigo,"115,98",1,"115,98",Transferencia,Norte
18235,2025-08-19,1705,,,Camisetas,Camiseta deportiva,"86,6",1,"86,6",Tarjeta de crédito,Occidente
18236,2025-01-26,1046,,,Chaquetas,Abrigo,"42,8",5,214,Tarjeta de débito,Oriente
18237,2025-06-20,2251,,,Chaquetas,Chaqueta de cuero,"169,42",1,"169,42",Tarjeta de crédito,Norte
18238,2025-07-01,1750,,,Camisetas,Camiseta estampada,"152,94",5,"764,7",Efectivo,Ciudad
18239,2025-05-15,2077,,,Zapatos,Zapatos de vestir,"97,34",1,"97,34",Tarjeta de débito,Norte
18240,2025-02-08,2525,,,Vestidos,Vestido de verano,"117,87",3,"353,61",Transferencia,Occidente
18241,2025-08-06,2405,,,Vestidos,Vestido casual,"142,6",2,"285,2",Transferencia,Oriente
18242,2025-04-16,2185,,,Accesorios,Reloj,"198,95",5,"994,75",Tarjeta de crédito,Sur
18243,2025-07-23,2782,,,Zapatos,Zapatos de vestir,"117,38",2,"234,76",Efectivo,Oriente
18244,2025-05-03,2766,,,Pantalones,Jeans slim,"166,26",2,"332,52",Tarjeta de débito,Norte
18245,2025-01-17,1623,,,Accesorios,Reloj,"155,98",1,"155,98",Contra entrega,Sur
18246,2025-01-24,1614,,,Accesorios,Reloj,"123,06",5,"615,3",Contra entrega,Oriente
18247,2025-05-08,2393,,,Vestidos,Vestido casual,"91,37",3,"274,11",Tarjeta de crédito,Sur
18248,2025-04-01,2766,,,Vestidos,Vestido de fiesta,"198,03",5,"990,15",Tarjeta de crédito,Oriente
18249,2025-03-16,2987,,,Vestidos,Vestido casual,"170,28",3,"510,84",Contra entrega,Ciudad
18250,2025-03-25,1512,,,Vestidos,Vestido de verano,"105,38",1,"105,38",Tarjeta de débito,Occidente
18251,2025-06-12,2741,,,Pantalones,Pantalón formal,"183,88",1,"183,88",Efectivo,Sur
18252,2025-05-17,2350,,,Camisetas,Camiseta estampada,"15,52",2,"31,04",Tarjeta de crédito,Sur
18253,2025-02-14,1637,,,Vestidos,Vestido de verano,"100,58",4,"402,32",Tarjeta de crédito,Oriente
18254,2025-05-28,2286,,,Zapatos,Zapatos de vestir,"85,64",3,"256,92",Tarjeta de débito,Norte
18255,2025-03-23,1456,,,Vestidos,Vestido de verano,"181,28",5,"906,4",Efectivo,Sur
18256,2025-06-26,1151,,,Camisetas,Camiseta estampada,"135,92",2,"271,84",Tarjeta de crédito,Norte
18257,2025-01-06,1909,,,Chaquetas,Abrigo,"110,83",4,"443,32",Tarjeta de crédito,Ciudad
18258,2025-03-21,1086,,,Pantalones,Jeans slim,"104,29",1,"104,29",Transferencia,Sur
18259,2025-08-09,2171,,,Pantalones,Pantalón formal,"134,52",5,"672,6",Tarjeta de crédito,Oriente
18260,2025-01-19,1410,,,Pantalones,Jogger,"33,87",1,"33,87",Tarjeta de crédito,Occidente
18261,2025-07-18,2383,,,Zapatos,Zapatillas deportivas,"161,3",2,"322,6",Contra entrega,Ciudad
18262,2025-04-01,2194,,,Camisetas,Camiseta deportiva,"132,5",5,"662,5",Tarjeta de crédito,Occidente
18263,2025-05-18,2211,,,Vestidos,Vestido de fiesta,"47,83",2,"95,66",Tarjeta de crédito,Occidente
18264,2025-01-24,1165,,,Camisetas,Camiseta estampada,"168,47",1,"168,47",Tarjeta de débito,Sur
18265,2025-02-10,1125,,,Zapatos,Sandalias,"45,47",2,"90,94",Tarjeta de débito,Norte
18266,2025-02-23,1115,,,Camisetas,Camiseta básica,"158,42",1,"158,42",Efectivo,Oriente
18267,2025-08-26,1949,,,Chaquetas,Chaqueta de cuero,"35,51",5,"177,55",Efectivo,Occidente
18268,2025-03-18,1263,,,Camisetas,Camiseta estampada,"101,23",4,"404,92",Tarjeta de crédito,Ciudad
18269,2025-06-06,2770,,,Accesorios,Gorra,"104,63",3,"313,89",Contra entrega,Sur
18270,2025-06-22,2754,,,Accesorios,Bolso de mano,"13,09",1,"13,09",Transferencia,Sur
18271,2025-05-16,1791,,,Zapatos,Sandalias,"178,46",3,"535,38",Efectivo,Ciudad
18272,2025-04-05,1660,,,Chaquetas,Chaqueta de cuero,"10,93",5,"54,65",Tarjeta de débito,Norte
18273,2025-07-06,2931,,,Chaquetas,Chaqueta de cuero,"105,38",5,"526,9",Efectivo,Norte
18274,2025-06-08,1101,,,Vestidos,Vestido de verano,"111,37",4,"445,48",Tarjeta de débito,Occidente
18275,2025-05-01,1060,,,Vestidos,Vestido de verano,"86,25",3,"258,75",Contra entrega,Occidente
18276,2025-01-19,2750,,,Zapatos,Zapatillas deportivas,"103,88",4,"415,52",Contra entrega,Oriente
18277,2025-03-28,2629,,,Camisetas,Camiseta deportiva,"12,72",5,"63,6",Tarjeta de débito,Oriente
18278,2025-03-27,2163,,,Vestidos,Vestido de fiesta,"94,42",4,"377,68",Tarjeta de crédito,Ciudad
18279,2025-05-23,2339,,,Accesorios,Gorra,"162,47",5,"812,35",Tarjeta de crédito,Norte
18280,2025-06-11,1431,,,Vestidos,Vestido casual,"163,11",5,"815,55",Efectivo,Sur
18281,2025-08-16,1685,,,Zapatos,Sandalias,"91,69",4,"366,76",Efectivo,Norte
18282,2025-02-15,1802,,,Zapatos,Sandalias,"17,48",3,"52,44",Tarjeta de crédito,Norte
18283,2025-05-06,1143,,,Chaquetas,Chaqueta de cuero,"177,76",1,"177,76",Efectivo,Sur
18284,2025-04-16,2189,,,Zapatos,Zapatillas deportivas,"99,6",2,"199,2",Tarjeta de crédito,Oriente
18285,2025-03-09,2726,,,Zapatos,Zapatos de vestir,"117,4",2,"234,8",Tarjeta de crédito,Norte
18286,2025-06-08,2978,,,Vestidos,Vestido de verano,"35,48",1,"35,48",Efectivo,Norte
18287,2025-01-10,1582,,,Accesorios,Reloj,"48,68",5,"243,4",Tarjeta de crédito,Sur
18288,2025-08-04,2772,,,Zapatos,Zapatillas deportivas,"106,18",3,"318,54",Efectivo,Occidente
18289,2025-04-08,1539,,,Camisetas,Camiseta básica,"185,85",5,"929,25",Tarjeta de crédito,Ciudad
18290,2025-05-08,1820,,,Camisetas,Camiseta deportiva,"67,44",1,"67,44",Tarjeta de débito,Ciudad
18291,2025-03-04,1163,,,Zapatos,Zapatos de vestir,"146,38",3,"439,14",Tarjeta de crédito,Norte
18292,2025-06-01,2569,,,Camisetas,Camiseta estampada,"56,48",3,"169,44",Tarjeta de crédito,Norte
18293,2025-06-17,1678,,,Vestidos,Vestido de verano,"180,28",2,"360,56",Tarjeta de crédito,Sur
18294,2025-06-01,1870,,,Chaquetas,Chaqueta de cuero,"107,48",1,"107,48",Transferencia,Ciudad
18295,2025-06-12,1289,,,Accesorios,Bolso de mano,"182,63",5,"913,15",Contra entrega,Ciudad
18296,2025-03-09,1124,,,Accesorios,Gorra,"181,01",3,"543,03",Tarjeta de crédito,Ciudad
18297,2025-07-13,2113,,,Camisetas,Camiseta estampada,"159,38",2,"318,76",Contra entrega,Sur
18298,2025-08-18,2055,,,Vestidos,Vestido de fiesta,"173,17",1,"173,17",Efectivo,Oriente
18299,2025-03-05,1831,,,Camisetas,Camiseta básica,"70,77",4,"283,08",Contra entrega,Norte
18300,2025-01-10,1096,,,Pantalones,Pantalón formal,"21,35",4,"85,4",Tarjeta de débito,Occidente
18301,2025-05-25,1462,,,Chaquetas,Chaqueta deportiva,"110,9",2,"221,8",Tarjeta de débito,Oriente
18302,2025-06-13,2857,,,Pantalones,Jogger,"166,7",4,"666,8",Tarjeta de crédito,Occidente
18303,2025-08-28,1253,,,Pantalones,Pantalón formal,"98,44",3,"295,32",Transferencia,Sur
18304,2025-02-01,2578,,,Zapatos,Zapatillas deportivas,"129,57",1,"129,57",Tarjeta de crédito,Norte
18305,2025-06-04,2577,,,Zapatos,Zapatillas deportivas,"94,46",1,"94,46",Transferencia,Oriente
18306,2025-07-19,2184,,,Chaquetas,Chaqueta deportiva,"155,49",1,"155,49",Tarjeta de crédito,Sur
18307,2025-06-21,2070,,,Pantalones,Pantalón formal,"138,07",1,"138,07",Contra entrega,Oriente
18308,2025-01-08,2626,,,Chaquetas,Chaqueta deportiva,"88,49",2,"176,98",Tarjeta de débito,Ciudad
18309,2025-07-07,2496,,,Zapatos,Zapatos de vestir,"13,44",4,"53,76",Efectivo,Sur
18310,2025-08-03,1162,,,Pantalones,Jeans slim,"38,59",2,"77,18",Transferencia,Occidente
18311,2025-02-01,2393,,,Vestidos,Vestido casual,"132,23",4,"528,92",Contra entrega,Ciudad
18312,2025-01-14,2175,,,Accesorios,Gorra,"105,48",1,"105,48",Tarjeta de débito,Norte
18313,2025-02-08,2908,,,Camisetas,Camiseta deportiva,"77,28",1,"77,28",Tarjeta de crédito,Sur
18314,2025-03-17,2581,,,Camisetas,Camiseta básica,"113,96",3,"341,88",Efectivo,Occidente
18315,2025-08-12,1340,,,Pantalones,Jogger,"21,78",3,"65,34",Tarjeta de crédito,Sur
18316,2025-07-12,2356,,,Pantalones,Pantalón formal,"193,78",4,"775,12",Transferencia,Occidente
18317,2025-07-24,2425,,,Pantalones,Jogger,"164,62",1,"164,62",Tarjeta de débito,Oriente
18318,2025-05-19,2080,,,Pantalones,Pantalón formal,"175,51",4,"702,04",Efectivo,Oriente
18319,2025-04-26,2073,,,Accesorios,Gorra,"152,64",2,"305,28",Tarjeta de crédito,Ciudad
18320,2025-04-02,1807,,,Chaquetas,Chaqueta de cuero,"58,87",2,"117,74",Tarjeta de crédito,Ciudad
18321,2025-08-26,1558,,,Vestidos,Vestido de verano,"66,28",1,"66,28",Tarjeta de crédito,Occidente
18322,2025-02-07,1692,,,Zapatos,Zapatos de vestir,"165,24",4,"660,96",Efectivo,Norte
18323,2025-04-08,1793,,,Accesorios,Gorra,"142,87",3,"428,61",Tarjeta de crédito,Norte
18324,2025-02-15,2769,,,Zapatos,Sandalias,"136,42",5,"682,1",Contra entrega,Occidente
18325,2025-08-28,2887,,,Vestidos,Vestido de verano,"119,49",4,"477,96",Efectivo,Ciudad
18326,2025-08-11,1770,,,Zapatos,Zapatos de vestir,"109,08",3,"327,24",Transferencia,Occidente
18327,2025-06-18,1533,,,Pantalones,Jogger,"43,31",2,"86,62",Efectivo,Norte
18328,2025-07-12,1867,,,Zapatos,Zapatillas deportivas,"194,91",4,"779,64",Transferencia,Sur
18329,2025-06-19,1539,,,Zapatos,Zapatos de vestir,"120,55",1,"120,55",Tarjeta de crédito,Norte
18330,2025-07-01,2077,,,Zapatos,Zapatillas deportivas,"40,65",4,"162,6",Tarjeta de débito,Norte
18331,2025-02-19,2184,,,Camisetas,Camiseta estampada,"89,39",5,"446,95",Tarjeta de crédito,Occidente
18332,2025-06-27,2988,,,Chaquetas,Chaqueta de cuero,"120,22",4,"480,88",Contra entrega,Sur
18333,2025-01-03,1563,,,Pantalones,Jogger,"181,87",4,"727,48",Contra entrega,Sur
18334,2025-03-03,2949,,,Pantalones,Jogger,"159,26",4,"637,04",Transferencia,Sur
18335,2025-03-08,2134,,,Camisetas,Camiseta deportiva,"193,78",4,"775,12",Contra entrega,Occidente
18336,2025-04-13,2558,,,Pantalones,Jogger,"41,29",3,"123,87",Transferencia,Norte
18337,2025-03-05,2290,,,Pantalones,Jeans slim,"198,59",1,"198,59",Tarjeta de débito,Oriente
18338,2025-04-14,1746,,,Camisetas,Camiseta deportiva,"84,28",2,"168,56",Tarjeta de débito,Ciudad
18339,2025-04-15,2866,,,Camisetas,Camiseta estampada,"19,41",3,"58,23",Efectivo,Sur
18340,2025-04-15,1588,,,Zapatos,Zapatos de vestir,"19,17",2,"38,34",Transferencia,Ciudad
18341,2025-07-21,1610,,,Camisetas,Camiseta estampada,"71,24",2,"142,48",Tarjeta de débito,Norte
18342,2025-02-07,2044,,,Camisetas,Camiseta deportiva,"89,73",4,"358,92",Tarjeta de crédito,Norte
18343,2025-08-16,1498,,,Camisetas,Camiseta básica,"76,36",3,"229,08",Transferencia,Norte
18344,2025-01-05,2024,,,Accesorios,Bolso de mano,"81,48",1,"81,48",Tarjeta de débito,Ciudad
18345,2025-04-22,2484,,,Camisetas,Camiseta básica,126,4,504,Transferencia,Sur
18346,2025-01-24,2395,,,Pantalones,Jogger,"54,51",2,"109,02",Transferencia,Oriente
18347,2025-07-28,1365,,,Zapatos,Zapatos de vestir,"168,62",5,"843,1",Tarjeta de débito,Norte
18348,2025-07-08,1287,,,Vestidos,Vestido de verano,"125,68",4,"502,72",Tarjeta de crédito,Oriente
18349,2025-01-28,1706,,,Vestidos,Vestido casual,"124,84",1,"124,84",Transferencia,Norte
18350,2025-05-19,1811,,,Chaquetas,Abrigo,"165,59",5,"827,95",Efectivo,Oriente
18351,2025-07-14,2145,,,Chaquetas,Chaqueta deportiva,"34,92",3,"104,76",Tarjeta de crédito,Ciudad
18352,2025-08-24,2721,,,Vestidos,Vestido de fiesta,"44,85",5,"224,25",Transferencia,Sur
18353,2025-07-07,1983,,,Accesorios,Reloj,"18,95",5,"94,75",Tarjeta de débito,Oriente
18354,2025-05-06,2090,,,Vestidos,Vestido de fiesta,"179,08",5,"895,4",Tarjeta de débito,Oriente
18355,2025-03-08,2327,,,Pantalones,Jogger,"84,72",4,"338,88",Tarjeta de crédito,Ciudad
18356,2025-03-18,2669,,,Pantalones,Jogger,"93,72",5,"468,6",Transferencia,Sur
18357,2025-08-01,1385,,,Pantalones,Pantalón formal,"121,93",5,"609,65",Tarjeta de débito,Ciudad
18358,2025-05-01,2769,,,Pantalones,Jogger,"78,42",5,"392,1",Tarjeta de débito,Occidente
18359,2025-07-23,2941,,,Accesorios,Reloj,"165,07",2,"330,14",Contra entrega,Ciudad
18360,2025-08-04,1468,,,Pantalones,Jeans slim,"54,13",3,"162,39",Contra entrega,Norte
18361,2025-08-26,1561,,,Vestidos,Vestido de verano,"138,71",5,"693,55",Contra entrega,Ciudad
18362,2025-05-08,1267,,,Zapatos,Sandalias,"29,28",2,"58,56",Tarjeta de débito,Occidente
18363,2025-05-13,1188,,,Camisetas,Camiseta básica,"123,94",1,"123,94",Tarjeta de crédito,Oriente
18364,2025-06-13,1954,,,Accesorios,Reloj,"51,97",5,"259,85",Tarjeta de crédito,Sur
18365,2025-01-08,2850,,,Camisetas,Camiseta estampada,"143,48",1,"143,48",Tarjeta de crédito,Norte
18366,2025-04-03,2880,,,Camisetas,Camiseta deportiva,"176,05",5,"880,25",Efectivo,Oriente
18367,2025-08-22,2911,,,Chaquetas,Chaqueta deportiva,"95,35",2,"190,7",Tarjeta de crédito,Occidente
18368,2025-08-21,1228,,,Accesorios,Reloj,"163,82",2,"327,64",Tarjeta de débito,Occidente
18369,2025-08-22,2068,,,Chaquetas,Chaqueta de cuero,"145,85",4,"583,4",Tarjeta de crédito,Ciudad
18370,2025-03-18,1126,,,Vestidos,Vestido de fiesta,"52,05",5,"260,25",Efectivo,Norte
18371,2025-06-18,1492,,,Vestidos,Vestido de fiesta,"191,92",4,"767,68",Tarjeta de débito,Occidente
18372,2025-03-11,2620,,,Vestidos,Vestido de verano,"100,63",4,"402,52",Tarjeta de crédito,Sur
18373,2025-04-23,2386,,,Vestidos,Vestido de verano,"190,2",2,"380,4",Efectivo,Oriente
18374,2025-08-20,1404,,,Zapatos,Sandalias,"70,25",3,"210,75",Tarjeta de crédito,Norte
18375,2025-06-09,2581,,,Chaquetas,Abrigo,"187,29",4,"749,16",Transferencia,Occidente
18376,2025-07-07,1949,,,Pantalones,Pantalón formal,"96,29",2,"192,58",Tarjeta de crédito,Norte
18377,2025-03-26,2106,,,Pantalones,Jeans slim,"157,82",5,"789,1",Contra entrega,Ciudad
18378,2025-03-03,2751,,,Vestidos,Vestido de verano,"154,04",4,"616,16",Contra entrega,Norte
18379,2025-03-01,2018,,,Camisetas,Camiseta estampada,"66,75",2,"133,5",Contra entrega,Ciudad
18380,2025-08-20,2137,,,Camisetas,Camiseta estampada,"62,08",2,"124,16",Transferencia,Oriente
18381,2025-08-24,1420,,,Vestidos,Vestido de verano,"66,04",1,"66,04",Tarjeta de crédito,Ciudad
18382,2025-04-25,1224,,,Vestidos,Vestido casual,"35,03",3,"105,09",Efectivo,Oriente
18383,2025-03-08,2439,,,Camisetas,Camiseta estampada,"31,44",1,"31,44",Tarjeta de crédito,Norte
18384,2025-05-14,1944,,,Camisetas,Camiseta deportiva,"114,79",4,"459,16",Contra entrega,Oriente
18385,2025-05-05,1542,,,Vestidos,Vestido casual,"129,52",3,"388,56",Tarjeta de crédito,Occidente
18386,2025-08-28,2338,,,Camisetas,Camiseta básica,"181,57",3,"544,71",Tarjeta de crédito,Ciudad
18387,2025-05-08,2007,,,Zapatos,Sandalias,"105,65",3,"316,95",Contra entrega,Oriente
18388,2025-04-14,1365,,,Chaquetas,Chaqueta de cuero,"23,9",3,"71,7",Transferencia,Occidente
18389,2025-06-10,1079,,,Camisetas,Camiseta deportiva,"127,83",2,"255,66",Transferencia,Norte
18390,2025-01-21,1215,,,Chaquetas,Chaqueta de cuero,"138,18",5,"690,9",Tarjeta de crédito,Norte
18391,2025-02-03,1196,,,Accesorios,Bolso de mano,"54,61",2,"109,22",Tarjeta de crédito,Norte
18392,2025-04-08,2688,,,Vestidos,Vestido casual,"122,91",1,"122,91",Contra entrega,Oriente
18393,2025-07-09,2732,,,Pantalones,Jogger,"65,1",5,"325,5",Tarjeta de crédito,Ciudad
18394,2025-02-14,2222,,,Vestidos,Vestido casual,"98,68",4,"394,72",Tarjeta de crédito,Occidente
